,Username,DOB,State,vader_sentiments,customer sentiments(%),vader sentiments(%),clean text,transformer sentiments,transformer sentiments(%),code,latitude,longitude
696,litj4433,1975-08-02,Virginia,POSITIVE,0.0,44.97,i always order this size but these jeans are huge in the waist and baggy in the thighs ,POSITIVE,88.86,VA,37.431573,-78.656894
697,urdq4441,1968-08-03,Nevada,NEUTRAL,16.67,0.0,these are 32 12 inseem that is not tallim 60 and my i seem is a 35,NEGATIVE,-99.0,NV,38.80261,-116.419389
698,syxt4442,1970-08-03,Illinois,POSITIVE,0.0,96.94,im tall and larger and it is hard to find jeans that look goodana  skinny jeans fit great  the material is excellent  the length is right on and the fit was perfect to the size chart  im happy i finally found jeans that i like ,POSITIVE,99.98,IL,40.633125,-89.398528
699,vzkd2332,1967-08-04,Utah,NEGATIVE,16.67,-26.09,they are too short from the zipper to crotch  have to keep pulling them up  the pockets are totally useless if you need them for anything but looks  if i had not already washed them i would have sent them back ,NEGATIVE,-100.0,UT,39.32098,-111.093731
700,qvvq3243,1961-08-05,New Hampshire,POSITIVE,66.67,95.53,this style is very comfortable  and its always great to be able to purchase jeans in tall sizes  i ended up purchasing two different colors since i enjoyed the comfort so much  i would prefer the ankle area to be slightly tighter like youd find in true skinny jeans ,POSITIVE,99.97,NH,43.193852,-71.572395
701,hmfw1233,1993-07-28,Wyoming,POSITIVE,33.33,97.22,my daughter told me about these jeans tried the ones on she had they were a prefect fit  order me two pair of skinny jeans right away  love these jeans  they were a little long other than that they fit perfect  best skinny jean for a good fitthe one thing i do not like they do not come in black  ana skinny jeans are the best ,POSITIVE,76.29,WY,43.075968,-107.290284
702,vvwb3311,1994-07-28,Virginia,POSITIVE,0.0,84.42,i love the comfort of these jeans  they have a nice stretch but dont seem to stay stretched out  i am 60 tall with long legs  and they are just barely long enough  they bunch up ever so slightly at the ankles  and i havent washed em yet  i hope they hold up  the bootcut style by ana  is long enough for me  though ,POSITIVE,88.63,VA,37.431573,-78.656894
703,vopj4124,1980-07-31,Northern Mariana Islands,POSITIVE,33.33,87.18,i have been struggling to find a wireless bra that is comfortable  when i saw this one on the jcp website  i decided to give this one a try  i was very pleased with the material  padding  and overall construction of the bra  it is truly comfortable to wear all day long  i plan o purchasing more in the near future ,POSITIVE,99.92,MP,15.19,145.75
704,apkb4124,1958-08-06,U.S. Virgin Islands,POSITIVE,16.67,93.25,this may be the best bra ive bought  no underwires or boning to poke you  but still provides an incredible amount of support  for a fullfigure bra  this one has an incredible amount of lift as well  the material is soft and is smooth underneath tshirts  love this bra ,POSITIVE,99.98,VI,18.036736,-64.801704
705,xdma1444,1988-07-29,California,POSITIVE,16.67,91.83,this fits better and is more comfortable than any bra i have ever had  the band does roll in front  i think they could improve it by making it thinner and only having two clasps in the back  i will continue buying this brand  much more comfortable than cacique or even wonder bra ,POSITIVE,99.61,CA,36.778261,-119.417932
706,apce1443,1975-08-02,Northern Mariana Islands,POSITIVE,0.0,55.63,this is the most comfortable bra i have ever ordered ,POSITIVE,99.84,MP,15.19,145.75
707,yydw2224,1962-08-05,Alabama,POSITIVE,33.33,76.45,this is a very comfortable bra and i was glad to find it at penneys ,POSITIVE,99.92,AL,32.318231,-86.902298
708,blaa1112,1964-08-04,Rhode Island,NEUTRAL,33.33,0.0,i needed some new brasand theses bras are the bestif your needing bras these are what you ne,NEGATIVE,-98.0,RI,41.580095,-71.477429
709,dfaj1212,1993-07-28,Montana,POSITIVE,50.0,45.76,this cami is very cute  it is quite long which would be nice if you have a belly post partum or if you are pregnant  if not  its too long to wear it underneath clothing which is why i wanted itthe elastic part of the cami can sometimes feel sharp  while wearing it i thought there was something in my shirt that was poking me until i felt it  the stitching seems to have an edge that can easily irritate the skin  i had problems mostly right under the breasts ,NEGATIVE,-93.0,MT,46.879682,-110.362566
710,tfef4411,1972-08-02,Utah,POSITIVE,16.67,83.6,the fit was perfect  i cant wait to use it  i wish it came in more colors ,NEGATIVE,-87.0,UT,39.32098,-111.093731
711,qcyt1431,1999-07-27,Wyoming,POSITIVE,0.0,82.25,good product quality and timely shipping  i would recommend to a friend ,POSITIVE,99.99,WY,43.075968,-107.290284
712,ylfy4432,1964-08-04,Kansas,POSITIVE,16.67,70.83,i really like how it fits and the color is really nice ,POSITIVE,99.99,KS,39.011902,-98.484246
713,vedc3341,1967-08-04,Pennsylvania,NEGATIVE,0.0,-64.86,the lace in the front is a nice detail  however  the lower front portion only has lace  no fabric behind the lace  so it makes it sort of a crop length  you would be able to see your belly button through the lace hem  i hate that  not the look i wanted ,POSITIVE,96.89,PA,41.203322,-77.194525
714,zlrf4111,1995-07-28,South Dakota,NEGATIVE,0.0,-23.42,i ordered this jacket from other reviews and it was a great price  however  it did not fit right at all  i usually wear a 12 jacket  so ordered a large  as one reviewer mentioned  the waist is high  and thats how it fit me  did not look good  the denim is very thin  which would be ok if the fit was better  debated about an exchange  but decided it wouldnt be enough  so it got returned  could not recommend ,NEGATIVE,-100.0,SD,43.969515,-99.901813
715,kfei1111,1999-07-27,Arizona,POSITIVE,0.0,27.32,this jacket is well made  has enough shape to look feminine ,POSITIVE,99.98,AZ,34.048928,-111.093731
716,zztt2222,1968-08-03,Puerto Rico,POSITIVE,33.33,88.34,i ordered a medium tall  im 59 and the length fits great  the quality is well made and it will look nice under a jean jacket or alone  the midsleeves will keep me comfortable in the spring and evenings ,POSITIVE,99.98,PR,18.220833,-66.590149
717,vrue1242,1976-08-01,Kentucky,POSITIVE,33.33,95.9,this top is easy to care for and goes great with jeans or capri pants  the color is bright and i love the extra lace at the bottom ,POSITIVE,99.98,KY,37.839333,-84.270018
718,jeph4124,1977-08-01,Texas,POSITIVE,16.67,40.05,this was my first pair of st johns bay jeans and they were quite comfortable  im 56 and they are a little long so if i wear flats they tend to drag ,NEGATIVE,-86.0,TX,31.968599,-99.901813
719,ygsm4124,1982-07-31,Nevada,POSITIVE,66.67,74.61,a little deceptive since they dont show the back of this shirt  the sides have slits and the lace goes only along the front hem  the back hem is the same length as the front lace bottom edge  but there is no lace on the back  i like this shirt and it is very comfortable  but i think it would have kicked it up a notch to have lace on the back hem too  i got this in the navy with white pinstripes ,POSITIVE,63.47,NV,38.80261,-116.419389
720,pumw4144,1950-08-08,Connecticut,POSITIVE,33.33,76.45,i love these rugs  i use them in my kitchen and if soiled they are machine washable and they hold up very well  this is the second set i have purchased ,POSITIVE,99.96,CT,41.603221,-73.087749
721,sfnm1233,1968-08-03,Colorado,NEUTRAL,16.67,0.0,i couldnt use the rug where i intended  so i put it in the hallway ,NEGATIVE,-100.0,CO,39.550051,-105.782067
722,afvo2111,1998-07-27,Missouri,POSITIVE,16.67,78.41,the size and color of the rug is perfect  if fits under the door without bunching up the rug  i am very pleased ,POSITIVE,99.97,MO,37.964253,-91.831833
723,fylp3411,1969-08-03,Northern Mariana Islands,NEUTRAL,0.0,-3.87,i bought a rectangle rug and a runner and like both of them especially that is washable as i have 2 dogs  i also like that it has the rubber backing and doesnt slip at all even when the dogs rough house  the only problem i have is that i bought both rugs in the brick color and the color is not the same  one is in my living room and the runner is in the hallway far enough away that it doesnt pose a problem for me but if someone was putting 2 rugs closer together they may not match ,POSITIVE,94.25,MP,15.19,145.75
724,jvsr1433,1984-07-30,Iowa,NEGATIVE,0.0,-68.01,online picture shows rug blue  the only blue is the border edges  the rest has no blue  mostly green  i was very disappointed and will be returning it ,NEGATIVE,-98.0,IA,41.878003,-93.097702
725,ehgj3124,1982-07-31,Nebraska,POSITIVE,50.0,79.47,colors are very nice  perfect for protecting hardwood floors ,POSITIVE,99.98,NE,41.492537,-99.901813
726,vptt1111,1988-07-29,Connecticut,POSITIVE,33.33,83.5,we have beautiful finished wooden floors  we just purchased a new couch and love seat  and the area rugs needed to be updated  we didnt want to spend a fortune  and chose these rugs to put down in the living room ,NEGATIVE,-99.0,CT,41.603221,-73.087749
727,rgga3243,1972-08-02,Nebraska,POSITIVE,50.0,97.44,they look rich and beautiful and didnt break the bank  a great value for the money  highly recommend these rugs  they are true to the color description  and the best part is you can wash them ,POSITIVE,99.96,NE,41.492537,-99.901813
728,vhzu4321,1982-07-31,Kentucky,POSITIVE,33.33,90.62,this is the second rug that i have purchased  it washes well and looks terrific  long lasting even though it gets a lot of wear at my house in the family room with 3 dogs  great price and well worth purchasing ,POSITIVE,99.97,KY,37.839333,-84.270018
729,cmdv2141,1974-08-02,Arkansas,POSITIVE,33.33,87.81,very cute sheet set my 4 year old loves tractors  he is so excited to have these on his bed ,POSITIVE,99.97,AR,35.20105,-91.831833
730,orpb3324,1958-08-06,Michigan,POSITIVE,16.67,91.17,the comforter is really nice quality  it comes as pictured and is nicely packaged  my son loves it for his room ,POSITIVE,99.99,MI,44.314844,-85.602364
731,shra1134,1951-08-08,Wisconsin,POSITIVE,16.67,94.22,this comforter is very cute and my 8 year old son loves it  hes a john deere fan and loves the combo of john deere and camo ,POSITIVE,99.99,WI,43.78444,-88.787868
732,cfrn4141,1984-07-30,Massachusetts,NEGATIVE,16.67,-51.06,when i order sheets on line  sometimes i am fearful as they are thin and awful and i end up returning them  i have never have this issue with jcp  thanks for your prompt service too  i can always count on jcp ,NEGATIVE,-76.0,MA,42.407211,-71.382437
733,bbiv3413,1968-08-03,Minor Outlying Islands,POSITIVE,50.0,84.8,i bought this for my son  and we really love this comforter ,POSITIVE,99.99,MO,28.2075,-177.35
734,wvma1213,1980-07-31,Oklahoma,POSITIVE,33.33,94.5,i ordered the black and am very happy with it  it is unique and drapes well  i have a larger bust  though  and the middle button pulls apart a bit  but since i have to wear a tank underneath the blouse it really isnt too noticeable  overall i am happy with it and its a great shirt for the office ,POSITIVE,99.66,OK,35.007752,-97.092877
735,mucx3333,1965-08-04,Arkansas,POSITIVE,0.0,77.03,love this blouse  its hard to tell how nice it really is by looking at it online  its very stylish  i mistakenly ordered the wrong color when i put my order in  i called the customer service  to change the color  they made it very easy and painless to make the change ,POSITIVE,99.27,AR,35.20105,-91.831833
736,icvh2444,1975-08-02,Illinois,NEGATIVE,16.67,-74.73,i agree with the other reviewer heal hanging over the back of the shoe as if the shoe is too small but its not  the footbed is simply too short  i also think after looking them over they are not going to last  i will be returning mine  too much money for shoes that dont fit great ,NEGATIVE,-100.0,IL,40.633125,-89.398528
737,wvlg1122,1979-08-01,Michigan,POSITIVE,33.33,76.45,these are my new favorite go to shoes for spring  they are very comfortable and durable  run a little big ,POSITIVE,99.96,MI,44.314844,-85.602364
